60, |, 1.49, 4.47, |, 1, |, 38, 54, 81, 86
61, |, 0.7, 3.09, |, 1, |, 63, 66, 83
62, |, 1.24, 3.12, |, 1, |, 52, 75, 82
63, |, 0.42, 3.41, |, 1, |, 53, 61, 64, 69, 89, 96
64, |, 0.66, 3.61, |, 1, |, 63, 69, 77, 78, 89, 96
65, |, 0.73, 4.15, |, 1, |, 54, 78, 86, 87, 93
66, |, 0.8, 3.21, |, 1, |, 61, 82, 96
67, |, 1.6, 2.76, |, 1, |, 58, 59, 94
68, |, 1.31, 4.02, |, 1, |, 81, 85, 86, 99
69, |, 0.39, 3.46, |, 1, |, 53, 63, 64, 77, 89
70, |, 1.32, 3.76, |, 1, |, 85, 90, 98
71, |, 0.58, 2.71, |, 1, |, 83, 92
72, |, 1.45, 3.52, |, 1, |, 73, 80, 91, 98
73, |, 1.32, 3.54, |, 1, |, 52, 72, 95, 98
74, |, 0.85, 3.49, |, 1, |, 55, 93, 96
75, |, 1.34, 3.01, |, 1, |, 62, 88, 97
76, |, 2.13, 3.61, |, 1, |, 51, 57
77, |, 0.6, 3.7, |, 1, |, 64, 69, 78, 89
78, |, 0.71, 3.76, |, 1, |, 64, 65, 77, 89, 93
79, |, 1.77, 2.96, |, 1, |, 51, 58, 59
80, |, 1.68, 3.58, |, 1, |, 57, 72
81, |, 1.6, 4.32, |, 1, |, 60, 68, 99
82, |, 1.07, 2.99, |, 1, |, 56, 62, 66, 83
83, |, 0.75, 2.96, |, 1, |, 61, 71, 82, 92
84, |, 1.16, 3.54, |, 1, |, 50, 55, 95
85, |, 1.33, 3.78, |, 1, |, 68, 70, 99
86, |, 1.2, 4.1, |, 1, |, 54, 60, 65, 68, 90, 93
87, |, 1.06, 4.73, |, 1, |, 8, 38, 54, 65
88, |, 1.51, 2.94, |, 1, |, 58, 75, 94
89, |, 0.66, 3.61, |, 1, |, 63, 64, 69, 77, 78, 96
90, |, 1.08, 3.73, |, 1, |, 50, 70, 86, 93
91, |, 1.43, 3.33, |, 1, |, 52, 72
92, |, 0.77, 2.61, |, 1, |, 56, 71, 83
93, |, 0.97, 3.8, |, 1, |, 65, 74, 78, 86, 90
94, |, 1.3, 2.75, |, 1, |, 67, 88, 97
95, |, 1.28, 3.56, |, 1, |, 73, 84, 98
96, |, 0.75, 3.45, |, 1, |, 63, 64, 66, 74, 89
97, |, 1.22, 2.8, |, 1, |, 56, 75, 94
98, |, 1.37, 3.65, |, 1, |, 70, 72, 73, 95
99, |, 1.74, 3.9, |, 1, |, 57, 68, 81, 85
