43, |, 3.48, 9.76, |, 0, |, 3, 12, 26
44, |, 3.79, 9.99, |, 0, |, 29, 33, 49
45, |, 3.39, 9.34, |, 0, |, 14, 28, 43
46, |, 3.54, 8.77, |, 0, |, 9, 11, 16, 40
47, |, 3.89, 9.63, |, 0, |, 20, 25, 29, 41, 46, 48
48, |, 3.74, 9.38, |, 0, |, 21, 39, 49
49, |, 3.03, 9.29, |, 0, |, 6, 19, 22, 28, 43
50, |, 1.11, 3.57, |, 1, |, 55, 85, 92
51, |, 2.14, 3.46, |, 1, |, 77, 80
52, |, 1.32, 3.33, |, 1, |, 63, 74, 93
53, |, 0.23, 3.36, |, 1, |, 64, 70
54, |, 1.22, 4.6, |, 1, |, 61, 66, 88, 89
55, |, 1.1, 3.52, |, 1, |, 50, 75, 85
56, |, 1.18, 2.79, |, 1, |, 83, 94, 99
57, |, 1.77, 3.75, |, 1, |, 77, 81, 99
58, |, 1.59, 2.92, |, 1, |, 68, 80, 90
59, |, 1.9, 2.67, |, 1, |, 68, 80
61, |, 0.7, 3.09, |, 1, |, 64, 67, 84
62, |, 1.24, 3.12, |, 1, |, 52, 76, 83
63, |, 0.42, 3.41, |, 1, |, 53, 62, 65, 70, 91, 98
64, |, 0.66, 3.61, |, 1, |, 64, 70, 78, 79, 91, 98
65, |, 0.73, 4.15, |, 1, |, 54, 79, 88, 89, 95
66, |, 0.8, 3.21, |, 1, |, 62, 83, 98
67, |, 1.6, 2.76, |, 1, |, 58, 59, 96
68, |, 1.31, 4.02, |, 1, |, 82, 86, 88, 99
69, |, 0.39, 3.46, |, 1, |, 53, 64, 65, 78, 91
70, |, 1.32, 3.76, |, 1, |, 86, 92, 98
71, |, 0.58, 2.71, |, 1, |, 84, 94
72, |, 1.45, 3.52, |, 1, |, 74, 81, 93, 98
73, |, 1.32, 3.54, |, 1, |, 52, 73, 97, 98
74, |, 0.85, 3.49, |, 1, |, 55, 95, 98
75, |, 1.34, 3.01, |, 1, |, 63, 90, 99
76, |, 2.13, 3.61, |, 1, |, 51, 57
77, |, 0.6, 3.7, |, 1, |, 65, 70, 79, 91
78, |, 0.71, 3.76, |, 1, |, 65, 66, 78, 91, 95
79, |, 1.77, 2.96, |, 1, |, 51, 58, 59
80, |, 1.68, 3.58, |, 1, |, 57, 73
81, |, 1.6, 4.32, |, 1, |, 61, 69, 99
82, |, 1.07, 2.99, |, 1, |, 56, 63, 67, 84
83, |, 0.75, 2.96, |, 1, |, 62, 72, 83, 94
84, |, 1.16, 3.54, |, 1, |, 50, 55, 97
85, |, 1.33, 3.78, |, 1, |, 69, 71, 99
86, |, 1.2, 4.1, |, 1, |, 54, 61, 66, 69, 92, 95
88, |, 1.51, 2.94, |, 1, |, 58, 76, 96
89, |, 0.66, 3.61, |, 1, |, 64, 65, 70, 78, 79, 98
90, |, 1.08, 3.73, |, 1, |, 50, 71, 88, 95
91, |, 1.43, 3.33, |, 1, |, 52, 73
92, |, 0.77, 2.61, |, 1, |, 56, 72, 84
93, |, 0.97, 3.8, |, 1, |, 66, 75, 79, 88, 92
94, |, 1.3, 2.75, |, 1, |, 68, 90, 99
95, |, 1.28, 3.56, |, 1, |, 74, 85, 98
96, |, 0.75, 3.45, |, 1, |, 64, 65, 67, 75, 91
97, |, 1.22, 2.8, |, 1, |, 56, 76, 96
98, |, 1.37, 3.65, |, 1, |, 71, 73, 74, 97
99, |, 1.74, 3.9, |, 1, |, 57, 69, 82, 86
